UT,英文姓名,中文姓名,作者顺序
001543211100001,Zhao, Hui,赵晖,1
001543211100001,Jin, Chenhua,金辰华,3
001436753200001,Li, Wenqin,李文勤,1
001377641200001,Du, Hechao,杜贺超,1
001377641200001,Li, Siyu,,2
001377641200001,Yao, Hongliang,姚宏亮,3
001377641200001,Wang, Nannan,王楠楠,4
001377641200001,Zhao, Ruiqiu,赵睿秋,5
001284525900001,Qu, Aiyan,曲爱妍,1
001257679900001,Wang, Zhao,王昭,1
001257679900001,Zhao, Fugui,,2
001257679900001,Lv, Yi,,3
001257679900001,Wang, Yujie,,4
001257679900001,Guo, Xinyu,,5
001257679900001,Zhang, Xiaojuan,张小娟,6
001257679900001,Lin, Qing,林青,7
001077290200001,Chen, Junhong,陈俊红,2
001077290200001,Xu, Xiulong,,5
000973914900001,Hu, Guangming,胡光明,1
000904312600001,Yu, Lili,于利莉,1
000904312600001,Feng, Meiqin,冯美琴,3
000904312600001,Tang, Qian,唐倩,4
000904312600001,Chen, Hui,陈晖,6
000904312600001,Shan, Tingting,单婷婷,7
000725485200008,Huang, Y.,黄瑶,1
000725485200008,Chen, W. J.,陈文君,4
000725485200008,Mo, X. H.,莫晓晖,5
000459818900009,Deng, Kuan,邓宽,1
000459818900009,Chen, Zhengyu,陈正宇,2
000459818900009,Hu, Guobing,胡国兵,3
000434201900013,Song, Yong-sheng,宋永生,1
000408947600030,Ye, Yuan-Feng,叶原丰,11
000271957500036,Luo, Yuwei,罗羽洧,1
000259798300024,Chen, Ling,陈凌,1
001338727700002,Zhang, Yin,,2
001338727700002,Shu, Rui,,4
001338727700002,Wang, Yuanyuan,汪园园,8
001178812900001,Zheng, Tian-Tian,郑田田,1
000946180500007,Hu, Xiayun,胡夏芸,1
000546347000051,Ni, Yuan,倪媛,6
000513297300020,Huang, Donghui,黄冬辉,4
000513297300020,Chen, Yuzhi,陈育志,5
000467751100034,Zhang, Jin,张金,1
000429954400039,Feng, Mei-Qin,冯美琴,2
000433434000007,Chen, Y.,陈远,1
001647400200001,Hu, Linna,胡琳娜,1
001647400200001,Xue, Penghao,,2
001647400200001,Chen, Yiwen,,4
001647400200001,Zha, Weixian,,5
001403981000001,Fan, Junjun,范俊俊,1
001403981000001,Sun, Meng,孙朦,5
001361034600001,Fan, Wenhu,樊文虎,1
001361034600001,Wang, Jiaqi,王嘉琦,2
001361034600001,Zhang, Tao,,3
001361034600001,Zuo, Xi,左熹,4
001361034600001,Xiao, Zhi,,5
001284569100001,Chen, Xiaoyun,陈晓云,1
000868659000001,Zhang, Chaolong,张朝龙,1
000868659000001,Yang, Zhong,杨忠,3
000803853600001,Pei, Pengyu,裴鹏宇,4
000668849100018,Lyu, Fei,吕飞,1
000668849100018,Zhang, Jin,张金,3
000609243400006,Yang, H.,杨红,1
000499005200001,Hu, Xiaohong,胡小红,9
001669989500001,Wang, Chao,王超,1
001669989500001,Wu, Hao,,2
001669989500001,Ye, Zhirui,叶智锐,3
001649718500028,Hu, Guobing,胡国兵,2
001649718500028,Yang, Li,杨丽,5
001257492600001,Wang, Fa,王发,1
001257492600001,Wang, Ke,王柯,2
001037457800001,Fan, Wenhu,樊文虎,1
001037457800001,Zuo, Xi,左熹,4
001037457800001,Chen, Yingying,,5
000968828900001,Han, Zhengqiang,韩正强,3
000830188500006,Liu, Chao,刘超,5
000497483600001,Qian, Xia,钱霞,1
000447576100019,Li, J. E.,李金娥,4
000423285800258,Zheng, Wei,郑玮,1
000423285800258,Zhao, Wei,赵炜,3
001725312200001,Hu, Linna,胡琳娜,1
001725312200001,Zha, Weixian,,2
001725312200001,Xue, Penghao,,3
001725312200001,Wang, Wei,汪玮,6
001483612900001,Wang, Sake,汪萨克,1
001483612900001,Yu, Jiaming,,3
001336949600002,Liu, Hui,刘慧,4
001280372700003,Lu, Junfeng,卢军锋,1
001280372700003,Pei, Pengyu,裴鹏宇,3
001207225100040,Chen, Lin,陈琳,1
001207225100040,Luo, Ting,,2
001207225100040,Ji, Ke,季珂,4
001207225100040,Tian, Liping,田丽萍,5
001207225100040,Yang, Huizhen,杨慧珍,6
001207225100040,Dai, Qian,代倩,7
001207225100040,Wang, Yunji,王云姬,8
001207225100040,Hu, Shaoting,,9
001207225100040,Shi, Zhicheng,,10
001095100800001,Jin, Chenhua,金辰华,5
001022987200002,Fan, J. J.,范俊俊,2
001022987200002,Xia, C. L.,,6
001022987200002,Ma, J. Z.,,7
000839385800003,Dai, Qian,代倩,1
000833283100001,Chen, Lingling,陈玲玲,1
000833283100001,Cai, Rongrong,蔡蓉蓉,3
000791369200005,Pei, Pengyu,裴鹏宇,1
000795896500028,Guan, Hangmin,管航敏,1
000795896500028,Wang, Qingnian,,2
000795896500028,Zhang, Wenyan,张文妍,5
000795896500028,Hu, Yingfei,胡颖飞,6
000795896500028,Zhong, Qian,,7
000430083600022,Feng, Meiqin,冯美琴,1
000378733400006,Lin, Qin,林青,2
000284056100006,Zhang, Dingdong,张定东,7
001585864800001,Fan, Jianwei,,3
001585864800001,Tang, Fanlong,唐樊龙,4
000978794600001,Huang, Jing,黄静,7
000928788300001,Liu, Dan,刘聃,1
000890231400001,Guo, Yu,郭语,4
000877791500093,Wang, Yue,,4
000781665700003,Zhang, Xiaojuan,张小娟,2
000631632600032,Li, Dehao,李德浩,1
000364572700006,Deng, K. D.,邓凯东,4
000348581700006,Su, Shoubao,苏守宝,2
000336525100003,Hu, X. H.,胡小红,1
000307309000002,Zai, X. M.,宰学明,1
000307309000002,Zhu, S. N.,朱士农,2
000307309000002,Che, L.,,5
000307309000002,Luo, F. X.,罗凤霞,6
001717111500001,Hu, Guobing,胡国兵,3
001717111500001,Zhao, Pinjiao,赵嫔姣,5
001570052600001,Sun, Meng,孙朦,1
001537934200009,Chen, Li,陈丽,2
001501773400001,Song, Yongsheng,宋永生,3
001462661200014,Wang, Yunji,王云姬,1
001462661200014,Chen, Yanyu,,2
001462661200014,Liu, Fei,刘飞,3
001462661200014,Chen, Lin,陈琳,4
001462661200014,Ji, Ke,季珂,5
001522984900005,Wei, Guanghua,魏广华,1
001362268400001,Bai, Bingfeng,白冰峰,1
001296377100001,Chen, Yuzhi,陈育志,1
001296377100001,Xuan, Weihong,宣卫红,4
000907262200001,Wu, Lujing,吴鲁敬,1
000907262200001,Xu, Jing,徐晶,5
000909101800001,Qu, Yawei,曲雅微,4
000758749000001,Lyu, Fei,吕飞,1
000482245900015,Feng, Mei-qin,冯美琴,3
000418083500015,Deng, Kuan,邓宽,1
000418083500015,Chen, Zhengyu,陈正宇,2
000385176800001,Lin, Qing,林青,2
000288971300021,Hu, Xiaohong,胡小红,1
001408071200002,Lu, Junfeng,卢军锋,1
001408071200002,Pei, Pengyu,裴鹏宇,2
001351582900001,Lv, Lelin,吕乐琳,2
001279500000001,Jin, Chenhua,金辰华,5
001187864200001,Wang, Dawei,王大伟,1
001187864200001,Wang, Panxiu,王潘绣,2
001053343500001,Zhang, Xiaomin,张小敏,1
001053343500001,Chen, Shuo,,2
001053343500001,Ding, Ziyang,,3
000831786500001,Wei, Pengfei,韦鹏飞,1
000683386500001,Tian, Liping,田丽萍,1
000683386500001,Shen, Lingbin,沈令斌,2
000683386500001,Chen, Lin,陈琳,7
000536814300001,Ni, Yuan,倪媛,6
000464795600001,Zhang, Xiaojuan,张小娟,1
000464795600001,Cai, Wenbin,,2
000464795600001,Hao, Lingyun,郝凌云,3
000464795600001,Zhang, Wei,张伟,4
000509588200041,Zhao, Pinjiao,赵嫔姣,1
000509588200041,Hu, Guobing,胡国兵,3
001576061400033,Kong, Lingjun,孔令军,1
001576061400033,Meng, Chao,孟超,4
001463844400001,Gao, Yingjie,高英杰,6
001392561900001,Lv, Lelin,吕乐琳,2
001113563300011,Fan, J. J.,范俊俊,2
001113563300011,Xia, C. L.,,6
001113563300011,Ma, J. Z.,,7
001055332500001,Tong, Chao,童超,6
000987285700001,Wang, Qiang,王强,1
000987285700001,Zhou, Jinyu,周金宇,3
000804656300001,Liu, Guoxiu,刘国秀,4
000724479600007,Zhou, Jinyu,周金宇,1
000724880000001,Wang, Zhiling,王志凌,1
000724880000001,Zhou, Jinyu,周金宇,3
000724880000001,Li, Chaoyue,李超越,4
000557377500001,Xu, Qin,徐琴,4
000471359100058,Hu, Xiaohong,胡小红,11
000418324800121,Lin, Xiaoxia,林晓霞,4
000400647200001,Deng, Kaidong,邓凯东,2
000387270000002,Yu, Haiyan,于海燕,1
000334078300034,Zhang, Changqing,张长青,1
000334078300034,Zhu, Shinong,朱士农,3
001634477300001,Chen, Danyan,陈丹艳,2
001634477300001,Liu, Ya,刘娅,6
001417211000001,Shao, Weiwei,邵威威,1
001417211000001,Guan, Hangmin,管航敏,3
001317694500147,Liu, Jue,刘珏,6
001254531000001,Tang, Fanlong,唐樊龙,4
001117851400001,Yuan, Yinghui,袁颖辉,1
001117851400001,Wang, Changyi,王长义,2
001117851400001,Zai, Xueming,宰学明,3
001015113000001,Han, Bing,韩冰,4
000692816400003,Wang, Sake,汪萨克,1
000658503100002,Wu, Kongping,吴孔平,2
000326994000023,Lin, Xiaoxia,林晓霞,1
000326994000023,Hao, Lingyun,郝凌云,3
000263909800002,Yue, H.,,2
001735284400001,Fu, Hailuo,付海罗,5
001612165300001,Liu, Guoxiu,刘国秀,1
001612165300001,Ma, Ji,马冀,3
001612165300001,Zhai, Hongjun,翟洪军,4
001106300700001,Hu, Caiping,胡彩平,1
001132732300001,Wang, Shunyao,王顺尧,4
001064355400001,Liu, Ya,刘娅,1
001064355400001,Zhang, Yuewen,,2
001064355400001,Yang, Yong,,4
001064355400001,Xie, Jingying,,5
001064355400001,Chen, Danyan,陈丹艳,6
001021250800001,Zhang, Leng,张冷,1
001021250800001,Wu, Kongping,吴孔平,2
000922127400001,Zhao, Di,赵迪,2
000964334200003,Wu, Kongping,吴孔平,1
000964334200003,Zhang, Leng,张冷,2
000964334200003,Wang, Danbei,王丹蓓,3
000964334200003,Li, Fangzhen,,5
000964334200003,Zhang, Pengzhan,张鹏展,6
000818266400001,Kong, Lingjun,孔令军,1
000481787400005,Li, Jine,李金娥,1
001644128000001,Wang, Jiaqi,王嘉琦,1
001430643200001,Chen, Yuzhi,陈育志,2
001430643200001,Miao, Hailin,缪海林,3
000988346500001,Sheng, Baolu,盛宝璐,3
000487564400030,Li, J. E.,李金娥,3
000453295000001,Wang, Sake,汪萨克,4
000401053700018,Deng Kai-dong,邓凯东,2
000372027000013,Gui, Wenming,桂文明,2
000331195600002,Du, Shan-Shan,杜姗姗,1
001697880300001,Wei, Chao,魏超,1
001625001700001,Zhou, Guangyao,周光耀,4
001342633500001,Lotz, Tom,,1
001342633500001,Chen, Wenjun,陈文君,2
001342633500001,Su, Shoubao,苏守宝,3
001228922700001,Hu, Xuemin,胡学敏,8
001113582200001,Guo, Yanle,郭延乐,1
001113582200001,Shi, Yiyun,,2
001113582200001,Cui, Qunxiang,崔群香,3
001113582200001,Zai, Xueming,宰学明,4
000783049700003,Li, J. E.,李金娥,2
000677642400014,Xu, Bin,徐斌,1
000588093700208,Hu, Xiaohong,胡小红,13
000528255500002,Li, J. E.,李金娥,3
000432815000039,Lin, Hongwei,林洪伟,1
000428679700001,Zhang, X. J.,张小娟,1
000428679700001,Cai, W. B.,,2
000428679700001,Hao, L. Y.,郝凌云,3
000428679700001,Hu, X. H.,胡小红,4
000428679700001,Wei, X. J.,,5
000428679700001,Wang, X. Y.,,6
000428679700001,Lin, Q.,林青,7
000282786300003,Zhang, Changqing,张长青,3
001629538800007,Song, Yongsheng,宋永生,2
001629538800007,Zhong, Wen,钟雯,6
001578696700028,Cai, Yi-tao,蔡逸涛,2
001539135400001,Zhu, Sailing,朱赛玲,2
001402476600001,Wang, Fangli,王芳丽,2
001376521700002,Liu, Z.,刘震,1
001376521700002,Wang, R. X.,王瑞雪,4
001354335100001,Zhang, Pengzhan,张鹏展,1
001354335100001,Liu, Xinyu,,2
001354335100001,Zhang, Ling,张玲,3
001354335100001,Wang, Danbei,王丹蓓,4
001354335100001,Wu, Kongpin,吴孔平,5
001354335100001,Wang, Sake,汪萨克,6
001343533700003,Wu, Xiaoqian,吴小倩,1
001202983300001,He, Ling,何岭,1
001202983300001,Cheng, Xinnian,,3
001202983300001,Huang, Hanlin,,4
001202983300001,Wang, Xin,王昕,6
001202983300001,Ding, Zhiyang,,7
001202983300001,Xu, Ming,,8
001202983300001,Gu, Haoran,,9
001202983300001,Yan, Na,闫娜,10
001202983300001,Wang, Chunyan,王春彦,11
001155812500004,Yang, Huizhen,杨慧珍,2
001155812500004,Chen, Lin,陈琳,3
001155812500004,Chen, Peng,陈鹏,5
001119848600001,Tong, Lili,童丽丽,3
001119848600001,Xia, Chongli,,5
000839962200001,Lyu, Fei,吕飞,1
000839962200001,Huang, Shuo,,2
000839962200001,Wu, Chaoran,,3
000839962200001,Liang, Xingcheng,,4
000839962200001,Zhang, Pengzhan,张鹏展,5
000741712700002,Zhou, Xia,周霞,1
000751085500001,Zhu, Yong,朱勇,1
000516881000008,Wang, Yun,王耘,8
000409351400022,Wang, Wei,汪玮,1
000409351400022,Tang, ZhengXia,唐正霞,5
001358802600001,Yang, Xiaomei,杨晓梅,2
001136187800001,Hu, Yingfei,胡颖飞,4
000544223600023,Wang, Kai,王凯,3
000555858900003,Cai, Jingwei,蔡井伟,1
000482692900001,Wang, Hehua,王翯华,3
000473365400001,Xu, Qin,徐琴,4
001219890900001,Chen, Lingling,陈玲玲,3
000983389100001,Wang, Yuanyuan,汪园园,1
000983389100001,Du, Lang,,2
000983389100001,Hu, Xuemin,胡学敏,3
000983389100001,Zhang, Wenyan,张文妍,4
000983389100001,Hao, Lingyun,郝凌云,5
000983389100001,Guan, Hangmin,管航敏,7
000983389100001,Hu, Yingfei,胡颖飞,8
000834156700002,Ge, Ting,葛婷,1
000834156700002,Li, Qinfeng,李勤丰,3
000628985900058,Yan, Hao,阎浩,2
000609455400004,Zhu, Zhu,朱柱,1
000460313900010,Deng, Kaidong,邓凯东,4
000370097900052,Gao, Ying-Jie,高英杰,1
000368046000021,Yan, Xiaoyong,严筱永,1
000368046000021,Yang, Zhong,杨忠,3
001455335700004,Zhu, Lingxue,朱凌雪,1
001233392800001,Lin, Qing,林青,1
001233392800001,Sheng, Mingnan,,2
001233392800001,He, Yuxin,,3
001233392800001,Xu, Fanxin,,4
001233392800001,Fu, Hailuo,付海罗,7
001233392800001,Zhang, Xiaojuan,张小娟,8
000867682200002,Deng, Yaling,邓亚玲,4
000600775500009,Hu, Xingliu,胡兴柳,4
000418064900004,Li, Xinhua,李新华,3
000406644000110,Qin, F.,秦峰,2
000379355000015,Wang, Q.,王倩,4
001526888700003,Wang, Kai,王凯,2
001324631800004,Hu, Yingfei,胡颖飞,1
001324631800004,Cui, Haiyun,,2
001324631800004,Mao, Zhengguo,,4
001324631800004,Lin, Qing,林青,5
001324631800004,Guan, Hangmin,管航敏,6
001324631800004,Wang, Yuanyuan,汪园园,7
001129794100001,Wang, Yuxuan,,6
001113852900001,Hu, Yingfei,胡颖飞,4
001103770800001,Jiang, Hao-tian,姜昊天,1
000772043400001,Ma, Yingyi,马颖忆,5
000746489400007,Jiang, Yue,姜悦,1
000667806700001,Lin, Qing,林青,1
000667806700001,Zhang, Xiaojuan,张小娟,2
000667806700001,Liang, Dong,梁栋,3
000667806700001,Li, Junlin,李俊琳,4
000667806700001,Wang, Wei,汪玮,5
000667806700001,Wang, Zhao,王昭,6
000656452300001,Li Chaoyue,李超越,5
000573692200003,Zhu, Yong,朱勇,1
000573692200003,Jiang, Zhipeng,姜志鹏,2
000573692200003,Mo, Xiaohui,莫晓晖,3
000573692200003,Zhang, Bo,张波,4
000505021300010,Lin, Qing,林青,4
000418197800016,Song, Yong-sheng,宋永生,1
000356021300018,Zhang, Wenyan,张文妍,1
000965792200001,Wang, Qingyan,王庆燕,6
000741193300001,Kai-dong, Deng,邓凯东,2
000623253400385,Fan, Junjun,范俊俊,4
000565070900001,Ding, Kaimeng,丁凯孟,1
000565070900001,Xu, Qin,徐琴,3
000533648600001,Tong, Lili,童丽丽,6
000482134500027,Ding, Kaimeng,丁凯孟,1
000482134500027,Wang, Yingying,王莹莹,3
000458373300001,Sun, Xue,孙雪,2
000424960700058,Zhang, Wenyan,张文妍,2
000408807200001,Wang, Bingjun,王丙均,1
000387441100011,Deng, K. -D.,邓凯东,3
000345261600009,Dai, Shaoyu,戴绍虞,1
001613058000004,Fan, Chang-Chun,范长春,1
001613058000004,Wang, Wan-Ning,,2
001613058000004,Gu, Zhe-Ming,,3
001613058000004,Xu, Jin,,4
001458516400001,Li, Hui,李慧,1
001458516400001,Zhang, Fengxin,,2
001458516400001,Ding, Dongyan,丁冬艳,4
001272458400001,Chen, Miao,陈淼,3
000948171600001,Wang, Xuedao,王雪道,1
000911300500002,Lotz, Tom,,1
000652411100001,Li, Jine,李金娥,4
000739672800013,Lu, Chenghao,鲁承昊,1
000689388400018,Xue, Yu,,1
000689388400018,Wang, ChiShe,王池社,3
000690758200012,Xue, Yu,,1
000690758200012,Su, Shoubao,苏守宝,4
000587666100011,Chen, Danyan,陈丹艳,4
000402745500008,Yang, Ronggen,杨荣根,2
000372556200004,Wang, Jian,汪建,1
000369641300041,Zhang, Wenyan,张文妍,1
001636230600001,Zhang, Pengzhan,张鹏展,1
001636230600001,He, Jiaming,,2
001636230600001,Liu, Xinyu,,3
001636230600001,Zhang, Leng,张冷,4
001636230600001,Zhang, Ling,张玲,5
001636230600001,Wang, Danbei,王丹蓓,6
001636230600001,Wu, Kongpin,吴孔平,7
001636230600001,Wang, Sake,汪萨克,8
001551809600001,Zhang, Zhao,张曌,3
001337437700001,Zhao, Yuan,赵媛,1
001337437700001,Liu, Wenqiang,,2
001337437700001,Teng, Rujie,,3
001337437700001,Dong, Chenzhang,,4
001337437700001,Zhang, Xiaojuan,张小娟,5
001337437700001,Wang, Wei,汪玮,6
001288739800001,Wang, Jiachun,王佳春,1
001288739800001,Chen, Hao,,5
001182028900001,Zhao, Ruiqiu,赵睿秋,5
001151043700001,Yang, Huizhen,杨慧珍,1
001151043700001,Chen, Peng,陈鹏,3
001151043700001,Hu, Xingliu,胡兴柳,4
001034286200001,Chen, Lin,陈琳,4
001153701000055,Zhao, Pinjiao,赵嫔姣,1
001153701000055,Chen, Zhengyu,陈正宇,3
001153701000055,Hu, Guobing,胡国兵,4
001120921100019,Yan, Xinyun,颜新云,4
000869023500005,Wang, Dawei,王大伟,1
000869023500005,Wang, Panxiu,王潘绣,2
000869023500005,Liu, Yan,刘琰,4
000608155800001,Ban, Qiuyan,班秋妍,6
000528483600045,Li, J. E.,李金娥,3
000519661800144,Li, J. E.,李金娥,3
000494011300003,Feng, Lei,封磊,2
000467031900001,Yang, Lechan,杨乐婵,3
000333444600002,Nie, Ying,聂影,3
001484399900007,Wang, Sake,汪萨克,4
001542472500016,Zhang, Jing,张静,1
001377047300002,Lin, Qing,林青,6
001349896600002,Zhang, Xiaomin,张小敏,3
001178159100001,Wang, Yuxuan,,14
001148837200001,Kong, Lingjun,孔令军,1
001148837200001,Meng, Chao,孟超,4
000793155600001,Wang, Wei,汪玮,1
000793155600001,Zhi, Guowei,,2
000793155600001,Liu, Liu,,3
000793155600001,Cao, Lihui,,4
000793155600001,Xie, Jing,,5
000793155600001,Sun, Luanhong,孙孪鸿,6
000793155600001,Hao, Lingyun,郝凌云,7
000738264800001,Zhao, Dandan,赵丹丹,1
000679300300001,Li, Jine,李金娥,4
000571491100012,Hu, Guangming,胡光明,1
000512326500013,Li, J. E.,李金娥,3
000446348800026,Zhang, Hui,张慧,1
000410667900014,Deng, K. D.,邓凯东,4
001691713000001,Song, Yongsheng,宋永生,2
001352573300001,Wei, Chao,魏超,1
001241560300001,Liu, Lei,刘磊,1
001201819800001,Guo, Yanle,郭延乐,1
001201819800001,Zhuang, Fengyuan,,2
001201819800001,Cui, Qunxiang,崔群香,3
001201819800001,Hao, Zhenping,郝振萍,5
001201819800001,Shi, Yiyun,,6
001108781800001,Su, Hui,苏慧,3
000857690800010,Zhao, Di,赵迪,3
000679957900011,Wang, Hehua,王翯华,3
000610937700009,Yang, Zhong,杨忠,3
000336449000009,Zai, Xue-Ming,宰学明,2
000325366800002,Zhang Wenyan,张文妍,1
001458660800001,Yang, Laiyun,杨来运,1
000530032500028,Yang, Lechan,杨乐婵,1
000457249200005,Wang, Bingjun,王丙均,1
000362752400045,Lin, Xiaoxia,林晓霞,5
001585289700002,Wang, Fa,王发,1
001585289700002,Fan, Wenyu,樊文育,4
001585289700002,Wang, Ke,王柯,5
001585289700002,Du, Yuexizi,,6
001497319100001,Lv, Lelin,吕乐琳,2
001230129000001,Zhao, Yuan,赵媛,1
001230129000001,Jiang, Kanrui,,2
001230129000001,Wang, Wei,汪玮,3
001230129000001,Chen, Wenjing,,4
001230129000001,Liu, Qiutan,,5
001230129000001,Zhi, Guowei,,6
001216366200001,Wu, Kongping,吴孔平,1
001216366200001,Zhang, Leng,张冷,2
001216366200001,Li, Fangzhen,,3
001174275600049,Cheng, Renxiang,程任翔,3
001066498900001,Jiang, Hao T.,姜昊天,1
001066498900001,Zhang, X. R.,,2
001066498900001,Dong, J. N.,,3
000985354800001,Deng, Yaling,邓亚玲,4
000878997100008,Zhao, Yijie,赵毅杰,4
000778912900003,Zhi, Guowei,,1
000778912900003,Wang, Wei,汪玮,2
000778912900003,Yang, Lu,,3
000778912900003,Sun, Luanhong,孙孪鸿,4
000778912900003,Hao, Lingyun,郝凌云,5
000778912900003,Tang, Zhengxia,唐正霞,6
000778912900003,Lin, Qing,林青,7
000526955500001,Zhang, Pengzhan,张鹏展,1
000526955500001,Wang, Sake,汪萨克,2
000486133300021,Liu, Ya,刘娅,1
000462570100055,Liu, Yiqun,刘宜群,3
000459183800017,Wang, Sake,汪萨克,2
000419108100014,Wang, Jian,汪建,1
000419108100014,Li, Yunxia,李云霞,2
000311004500004,Zhang, Wenyan,张文妍,1
000296490200004,Tao, Jinli,陶锦莉,3
001673624900001,Zhang, Chaolong,张朝龙,1
001673624900001,Hua, Guoqing,,2
001673624900001,Cheng, Kaixin,,3
001673624900001,Yin, Panfen,,4
001673624900001,Xie, Min,,5
001673624900001,Wu, Yupeng,,6
001673624900001,Wang, Anxiang,,7
001172963700001,Chen, Qiong,陈琼,1
001148972500001,Zhao, Ruiqiu,赵睿秋,1
001148972500001,Yao, Hongliang,姚宏亮,5
001148972500001,Li, Jing,李静,6
000916687400001,Wu, Youlong,吴有龙,1
000739191800001,Yao, Hongliang,姚宏亮,2
000734017000001,Kong, Lingjun,孔令军,3
000458626300015,Zheng, Wei,郑玮,1
000411757800078,Li, Hui,李慧,1
001518421400001,Li, Hui,李慧,1
001518421400001,Zhang, Fengxin,,2
001518421400001,Ding, Dongyan,丁冬艳,4
001518421400001,Qiao, Silin,,5
001473030600001,Ma, Ji,马冀,3
001424426500001,Fan, Junjun,范俊俊,3
001088907500001,Yan, Xinyun,颜新云,4
001001907800002,Fan, Junjun,范俊俊,5
000808458500008,Wang, Yuanyuan,汪园园,1
000808458500008,Wu, Linqiu,,2
000808458500008,Hu, Yingfei,胡颖飞,3
000808458500008,Du, Hongxiu,杜洪秀,4
000808458500008,Hao, Lingyun,郝凌云,6
000808458500008,Guan, Hangmin,管航敏,7
000808458500008,Zhao, Yijie,赵毅杰,8
000804784900007,Li, J. E.,李金娥,3
000544900100012,Zhang, M.,张敏,2
000445737200001,Wang, Wei,汪玮,5
001719136000002,Wang, Jiaqi,王嘉琦,2
001496960900001,Wang, Sake,汪萨克,1
000886844200071,Gao, Lili,高丽丽,3
000903260500001,Wang, Kunyan,王昆彦,5
000537847900004,Li, J. E.,李金娥,2
000470018300001,Wang, Kai,王凯,7
000287419100088,Jiang Hong-Liang,蒋洪良,1
001723692400003,Li, Yunfei,,2
001196458400004,Wang, Yizhi,王逸之,1
000782350800001,Wang, Zhao,王昭,1
000782350800001,Song, Wenli,宋文利,2
000782350800001,Guo, Xinyu,,4
000782350800001,Hao, Lingyun,郝凌云,5
000782350800001,Zhang, Xiaojuan,张小娟,6
000793364700007,Wang, Shunyao,王顺尧,2
000726241300001,Xie, Li,谢丽,2
000392422500101,Gu, Rongrong,顾荣蓉,3
000386424200004,Zhang, Wenyan,张文妍,1
001700117200001,Yang, Huizhen,杨慧珍,7
001623564800001,Ma, Lejun,马乐军,1
001623564800001,Yuan, Yue,,2
001623564800001,Liu, Huihui,刘辉辉,4
001623564800001,Wu, Qiuling,吴秋玲,5
001576224400001,Yuan, Yinghui,袁颖辉,1
001576224400001,Zhu, Xiaowei,,2
001576224400001,Wang, Changyi,王长义,3
001576224400001,Zai, Xueming,宰学明,4
001361618200001,Cheng, Renxiang,程任翔,1
000938399200001,Chen, Yuzhi,陈育志,1
000938399200001,Xuan, Weihong,宣卫红,4
